sample_index,sent_monotonic_s,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,dq_cmd_1,dq_cmd_2,dq_cmd_3,dq_cmd_4,dq_cmd_5,dq_cmd_6,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,dq_meas_1,dq_meas_2,dq_meas_3,dq_meas_4,dq_meas_5,dq_meas_6,tau_meas_1,tau_meas_2,tau_meas_3,tau_meas_4,tau_meas_5,tau_meas_6,q_error_1,q_error_2,q_error_3,q_error_4,q_error_5,q_error_6,fault_flags
19,332702.365355223,0.108417,0.611757,0.342912,-0.076966,0.126864,0.259736,-1.7717999999999998,-0.22014999999999674,-1.2393999999999987,1.2698,-1.613599999999999,0.2981499999999998,0.12340736389160156,0.6120777130126953,0.3637371063232422,-0.08754825592041016,0.14934730529785156,0.24967575073242188,-1.8945045471191406,-0.25054931640625,-1.3142852783203125,1.6813201904296875,-2.120880126953125,0.4945068359375,-0.10051445007324217,-0.1866659545898437,4.40820556640625,1.1424704132080077,-0.09505079650878906,0.03913861083984375,0.014990363891601563,0.00032071301269531727,0.020825106323242193,-0.01058225592041015,0.022483305297851558,-0.010060249267578147,
20,332702.375350541,0.091002,0.609596,0.330733,-0.064484,0.111004,0.262668,-1.6986,-0.21039999999999948,-1.1874999999999996,1.2175000000000002,-1.5469000000000004,0.28610000000000024,0.10433387756347656,0.6094074249267578,0.3503856658935547,-0.07724857330322266,0.13675880432128906,0.2538719177246094,-1.8153839111328125,-0.2417583465576172,-1.1384620666503906,1.4615402221679688,-1.8571434020996094,0.626373291015625,-0.1866659545898437,-0.1866659545898437,4.034873657226562,1.2244750061035157,-0.13605268859863281,0.01304620361328125,0.013331877563476563,-0.00018857507324221423,0.01965266589355469,-0.012764573303222657,0.025754804321289057,-0.008796082275390638,
21,332702.385349661,0.074445,0.607549,0.319162,-0.052616,0.095926,0.265458,-1.60245,-0.19804999999999962,-1.1197999999999986,1.14865,-1.4593500000000001,0.27004999999999946,0.08525943756103516,0.6067371368408203,0.3362703323364258,-0.06771183013916016,0.12493324279785156,0.2576866149902344,-1.7186813354492188,-0.23296737670898438,-1.4373626708984375,1.373626708984375,-2.2307701110839844,0.5604400634765625,0.24410278320312498,-0.3876911163330078,4.95384796142578,1.3027514190673828,-0.12487057495117188,-0.005591461181640625,0.010814437561035159,-0.0008118631591796932,0.01710833233642578,-0.015095830139160153,0.029007242797851565,-0.007771385009765652,
22,332702.395352703,0.058953,0.605635,0.308337,-0.041511,0.081817,0.268069,-1.4863499999999998,-0.1839499999999994,-1.0389499999999996,1.0653500000000002,-1.3536,0.25039999999999785,0.06656742095947266,0.6048297882080078,0.3229188919067383,-0.059700965881347656,0.11120033264160156,0.2622642517089844,-1.912088394165039,-0.1362628936767578,-1.3054943084716797,1.0879135131835938,-1.5494499206542969,0.626373291015625,0.8184598541259764,-0.33025802612304683,5.097432556152343,1.4071210479736327,-0.17332720947265626,-0.035411239624023434,0.007614420959472658,-0.0008052117919922219,0.014581891906738254,-0.018189965881347657,0.02938333264160156,-0.005804748291015627,
23,332702.405351219,0.044718,0.60387,0.298383,-0.031309,0.068854,0.270466,-1.3509,-0.16825000000000312,-0.9454000000000018,0.96805,-1.23025,0.22719999999999962,0.055886268615722656,0.6040668487548828,0.3145265579223633,-0.055504798889160156,0.10433387756347656,0.2637901306152344,-1.8065929412841797,-0.1362628936767578,-1.3318672180175781,1.0439567565917969,-1.6153831481933594,0.3186798095703125,0.646153106689453,-0.5025647735595702,5.671793365478515,1.4816700897216797,-0.25160443115234377,-0.04286598205566406,0.011168268615722655,0.00019684875488279463,0.016143557922363272,-0.02419579888916016,0.035479877563476564,-0.006675869384765609,
24,332702.415353629,0.031935,0.60227,0.289429,-0.02215,0.057212,0.272613,-1.19605,-0.15100000000000113,-0.8391499999999996,0.8566499999999998,-1.0892499999999998,0.20040000000000058,0.036812782287597656,0.6029224395751953,0.2996492385864258,-0.047875404357910156,0.09174442291259766,0.2672233581542969,-1.5076923370361328,-0.0659332275390625,-1.085714340209961,0.8901100158691406,-1.4835166931152344,0.4945068359375,1.4502574920654296,-0.6748715209960936,5.729230194091797,1.5860397186279296,-0.30006187438964843,-0.03913861083984375,0.004877782287597658,0.0006524395751953405,0.01022023858642579,-0.025725404357910157,0.03453242291259766,-0.005389641845703119,
25,332702.425345623,0.020797,0.60085,0.2816,-0.014176,0.047069,0.274474,-1.0246499999999998,-0.13219999999999898,-0.7218499999999989,0.73325,-0.9330999999999999,0.17064999999999997,0.02346038818359375,0.6021595001220703,0.2878236770629883,-0.043297767639160156,0.08144474029541016,0.2698936462402344,-1.1032962799072266,-0.0659332275390625,-0.9626369476318359,0.6703300476074219,-1.5054931640625,0.3626365661621094,1.8523078155517574,-0.5600016021728514,6.274872589111328,1.7202283172607422,-0.30751661682128906,-0.04286598205566406,0.0026633881835937505,0.0013095001220703173,0.006223677062988264,-0.029121767639160155,0.034375740295410157,-0.004580353759765621,
26,332702.43534655,0.011442,0.599626,0.274992,-0.007485,0.03855,0.276026,-0.8505,-0.11189999999999811,-0.6014000000000019,0.60815,-0.7744999999999999,0.1408500000000007,0.01201629638671875,0.6017780303955078,0.2767601013183594,-0.039483070373535156,0.07305240631103516,0.2729454040527344,-0.9362640380859375,-0.03956031799316406,-1.0065937042236328,0.5384597778320312,-1.2637367248535156,0.47252655029296875,1.8523078155517574,-1.3353838348388671,6.619486083984374,1.8208705749511718,-0.31124398803710934,-0.06150364685058594,0.0005742963867187492,0.00215203039550782,0.0017681013183593608,-0.03199807037353516,0.034502406311035155,-0.0030805959472656186,
27,332702.445346489,0.003787,0.598612,0.269572,-0.002013,0.031579,0.277291,-0.6874,-0.09024999999999728,-0.4859000000000002,0.49160000000000004,-0.62605,0.11395000000000155,0.00286102294921875,0.6017780303955078,0.2664604187011719,-0.036431312561035156,0.06656742095947266,0.2752342224121094,-0.874725341796875,0.0043964385986328125,-0.8659343719482422,0.47252655029296875,-1.131866455078125,0.3186798095703125,1.737434158325195,-0.732308349609375,7.739489288330077,1.8916922454833984,-0.3224261016845703,-0.07268576049804687,-0.00092597705078125,0.0031660303955077795,-0.0031115812988281033,-0.034418312561035155,0.03498842095947265,-0.0020567775878906347,
28,332702.455396674,-0.002306000000000019,0.597821,0.265274,0.002347000000000014,0.026028999999999983,0.278305,-0.5381999999999993,-0.06714999999999906,-0.376799999999999,0.3856499999999996,-0.49019999999999975,0.09049999999999882,-0.00171661376953125,0.6017780303955078,0.2615013122558594,-0.035286903381347656,0.06275272369384766,0.2759971618652344,-0.5406589508056641,0.03076934814453125,-1.0329666137695312,0.2967033386230469,-1.0439567565917969,0.25274658203125,1.048203430175781,-1.134358673095703,7.768207702636717,1.9438770599365234,-0.33360902404785153,-0.07268576049804687,0.000589386230468769,0.003957030395507766,-0.003772687744140635,-0.03763390338134767,0.036723723693847674,-0.0023078381347656496,
29,332702.465350653,-0.006976999999999985,0.597269,0.262036,0.00569999999999999,0.021775000000000013,0.279101,-0.40295000000000036,-0.04264999999999973,-0.2741500000000011,0.2903500000000003,-0.36695000000000044,0.07044999999999974,-0.00858306884765625,0.6021595001220703,0.2512016296386719,-0.034905433654785156,0.055504798889160156,0.2771415710449219,-0.5582408905029297,0.013187408447265625,-0.5670337677001953,0.03296661376953125,-0.9560432434082031,0.14285659790039062,1.3928206634521483,-0.933333511352539,8.34256103515625,2.1339778442382813,-0.30751661682128906,-0.05032072448730469,-0.001606068847656265,0.004890500122070263,-0.010834370361328116,-0.040605433654785146,0.03372979888916014,-0.001959428955078113,
30,332702.475345596,-0.010365,0.596968,0.259791,0.008154,0.01869,0.279714,-0.28150000000000003,-0.01815000000000011,-0.179399999999999,0.20540000000000003,-0.25634999999999997,0.05340000000000067,-0.01316070556640625,0.6029224395751953,0.24471664428710938,-0.035286903381347656,0.046349525451660156,0.2775230407714844,-0.25054931640625,0.08351707458496094,-0.4879112243652344,-0.03296661376953125,-0.9780235290527344,0.03296661376953125,0.933333511352539,-1.2779470062255858,8.055384368896483,2.2308919219970704,-0.22923939514160155,-0.024228317260742187,-0.002795705566406251,0.005954439575195258,-0.01507435571289062,-0.04344090338134766,0.027659525451660158,-0.002190959228515643,
31,332702.485345052,-0.012607,0.596906,0.258448,0.009808,0.016648,0.280169,-0.17365000000000003,-0.00035000000000451337,-0.09939999999999949,0.12905,-0.15814999999999996,0.03684999999999938,-0.01544952392578125,0.6040668487548828,0.23975753784179688,-0.036049842834472656,0.041771888732910156,0.2794303894042969,-0.127471923828125,0.10109901428222656,-0.4263744354248047,-0.09889984130859375,-0.7142868041992188,0.20878982543945312,1.3641022491455077,-1.2205139160156249,8.428716278076172,2.301714401245117,-0.19941961669921873,-0.03913861083984375,-0.00284252392578125,0.007160848754882765,-0.018690462158203136,-0.045857842834472654,0.025123888732910157,-0.0007386105957031264,
32,332702.495323095,-0.013838,0.596961,0.257803,0.010735,0.015527,0.280451,-0.07924999999999997,0.004049999999999887,-0.04099999999999937,0.05979999999999996,-0.07219999999999996,0.018299999999998873,-0.01583099365234375,0.6052112579345703,0.23517990112304688,-0.035668373107910156,0.037575721740722656,0.2798118591308594,0.0043964385986328125,0.1362628936767578,-0.3296699523925781,0.010990142822265625,-0.6043968200683594,0.07692337036132812,0.10051445007324217,-1.5938458251953123,8.39999786376953,2.301714401245117,-0.16587246704101563,-0.05032072448730469,-0.0019929936523437504,0.008250257934570349,-0.02262309887695313,-0.04640337310791016,0.022048721740722657,-0.0006391408691406308,
33,332702.505348987,-0.014192,0.596987,0.257628,0.011004,0.015204,0.280535,0.0017999999999999787,-0.006299999999997974,-0.005550000000001387,-0.0026499999999999614,0.0016000000000000389,-0.0026500000000012625,-0.01583099365234375,0.6059741973876953,0.23212814331054688,-0.036049842834472656,0.032616615295410156,0.2801933288574219,0.03956031799316406,0.03956031799316406,-0.22417640686035156,-0.09889984130859375,-0.7142868041992188,0.010990142822265625,1.1630770874023435,-1.737434158325195,8.658463592529296,2.290531478881836,-0.06523101806640624,-0.04286598205566406,-0.0016389936523437502,0.008987197387695267,-0.02549985668945315,-0.047053842834472656,0.017412615295410154,-0.0003416711425781038,
34,332702.515349792,-0.013802,0.596835,0.257692,0.010682,0.015559,0.280398,0.06940000000000002,-0.031449999999999534,0.006799999999998474,-0.05840000000000003,0.06325000000000003,-0.025999999999998247,-0.01506805419921875,0.6063556671142578,0.23022079467773438,-0.036049842834472656,0.02841949462890625,0.2794303894042969,0.07472610473632812,0.0043964385986328125,-0.1362628936767578,-0.010990142822265625,-0.5824165344238281,-0.0549468994140625,0.5600016021728514,-1.737434158325195,8.170258026123046,2.2718946228027344,-0.005591461181640625,-0.0279556884765625,-0.00126605419921875,0.009520667114257808,-0.0274712053222656,-0.04673184283447265,0.01286049462890625,-0.0009676105957031056,
35,332702.525350538,-0.012804,0.596358,0.257764,0.009836,0.016469,0.280015,0.12705,-0.07145000000000068,-0.0019999999999992246,-0.11000000000000003,0.11584999999999998,-0.05264999999999853,-0.01430511474609375,0.6063556671142578,0.22983932495117188,-0.036431312561035156,0.02536773681640625,0.2798118591308594,0.08351707458496094,-0.013187408447265625,-0.021978378295898438,-0.09889984130859375,-0.5604400634765625,0.010990142822265625,0.3876911163330078,-1.9384630584716793,8.285131683349608,2.256984329223633,0.06895838928222656,-0.035411239624023434,-0.0015011147460937506,0.009997667114257758,-0.027924675048828118,-0.046267312561035154,0.008898736816406249,-0.0002031408691406389,
36,332702.535347249,-0.011261,0.595406,0.257652,0.008482,0.017876,0.279345,0.1922,-0.1271000000000022,-0.022800000000000598,-0.17044999999999993,0.1752,-0.0864500000000018,-0.01316070556640625,0.6063556671142578,0.22983932495117188,-0.036431312561035156,0.02422332763671875,0.2798118591308594,0.1362628936767578,-0.0043964385986328125,-0.0043964385986328125,0.03296661376953125,-0.120880126953125,-0.010990142822265625,0.8758966827392577,-2.1107698059082027,7.969229125976562,2.2010721435546876,0.10996028137207031,-0.046593353271484374,-0.0018997055664062498,0.010949667114257822,-0.027812675048828117,-0.04491331256103516,0.0063473276367187505,0.00046685913085936503,
37,332702.545345848,-0.00896,0.593816,0.257308,0.006427,0.019973,0.278286,0.2821,-0.19905000000000062,-0.04645000000000066,-0.25284999999999996,0.25710000000000005,-0.13130000000000086,-0.01163482666015625,0.6059741973876953,0.23022079467773438,-0.035668373107910156,0.02460479736328125,0.2794303894042969,0.2593402862548828,-0.05714225769042969,0.048351287841796875,0.09889984130859375,0.03296661376953125,-0.0549468994140625,0.6174346923828123,-2.48410171508789,7.796926116943359,2.0594288024902343,0.08386787414550781,-0.06150364685058594,-0.002674826660156251,0.012158197387695302,-0.027087205322265606,-0.04209537310791016,0.004631797363281249,0.0011443894042968972,
38,332702.555352297,-0.005619,0.591425,0.256723,0.003425,0.023018,0.276719,0.40025,-0.2873500000000029,-0.07109999999999894,-0.35985,0.3648,-0.18814999999999804,-0.00820159912109375,0.6048297882080078,0.23098373413085938,-0.034523963928222656,0.02574920654296875,0.2790489196777344,0.41758155822753906,-0.17142868041992188,0.05714225769042969,0.120880126953125,0.16483688354492188,-0.0549468994140625,0.5887162780761718,-2.168206634521484,7.452305145263671,1.9103299102783202,0.09505079650878906,-0.08759524536132812,-0.00258259912109375,0.013404788208007834,-0.025739265869140604,-0.037948963928222654,0.0027312065429687497,0.0023299196777343822,
39,332702.567027505,-0.000955,0.588069,0.255886,-0.00077,0.027269,0.274523,0.5466,-0.39214999999999667,-0.09674999999999823,-0.49145000000000005,0.4982499999999999,-0.25685000000000013,-0.00362396240234375,0.6021595001220703,0.23174667358398438,-0.033761024475097656,0.02765655517578125,0.2782859802246094,0.33846092224121094,-0.33846092224121094,0.10109901428222656,0.120880126953125,0.3186798095703125,-0.120880126953125,0.646153106689453,-2.48410171508789,7.423586730957029,1.7425933532714843,0.14723480224609375,-0.12487057495117188,-0.00266896240234375,0.01409050012207036,-0.024139326416015627,-0.032991024475097656,0.00038755517578124843,0.003762980224609358,
40,332702.575353311,0.005313,0.583582,0.254788,-0.006404,0.032983,0.271582,0.7176999999999999,-0.5112999999999979,-0.12320000000000109,-0.64455,0.6541999999999999,-0.3359000000000001,-0.00019073486328125,0.5983448028564453,0.23289108276367188,-0.034142494201660156,0.031853675842285156,0.2763786315917969,0.40879058837890625,-0.39999961853027344,0.10109901428222656,-0.09889984130859375,0.6043968200683594,-0.2967033386230469,1.737434158325195,-2.1107698059082027,6.90667022705078,1.6195868682861327,0.13605268859863281,-0.13978005981445313,-0.00550373486328125,0.014762802856445267,-0.02189691723632814,-0.027738494201660156,-0.0011293241577148422,0.004796631591796885,
